close,date,high,interest_over_time_AU,interest_over_time_BR,interest_over_time_CA,interest_over_time_CN,interest_over_time_DE,interest_over_time_FR,interest_over_time_GB,interest_over_time_GH,interest_over_time_IN,interest_over_time_JP,interest_over_time_KE,interest_over_time_KR,interest_over_time_NG,interest_over_time_RU,interest_over_time_SG,interest_over_time_US,interest_over_time_VE,interest_over_time_ZA,low,num_retweets,num_tweets,open,tweet_exposure,volume_from,volume_to
809.03,2018-03-06 20:00:00,813.58,29.0,26.0,40.0,31.0,29.0,22.0,37.0,33.0,57.0,62.0,5.0,25.0,11.0,28.0,54.0,48.0,14.0,47.0,807.04,11600.0,9700.0,812.33,28568700.0,9476.01,7683890.09
817.61,2018-03-06 21:00:00,820.03,24.0,20.0,40.0,0.0,32.0,21.0,37.0,20.0,63.0,20.0,26.0,50.0,13.0,23.0,55.0,41.0,15.0,50.0,808.85,11600.0,9700.0,809.03,28568700.0,14465.42,11810283.96
818.3,2018-03-06 22:00:00,819.57,25.0,17.0,42.0,0.0,33.0,26.0,30.0,9.0,70.0,41.0,0.0,9.0,14.0,26.0,47.0,38.0,8.0,42.0,816.99,11600.0,9700.0,817.66,28568700.0,5986.81,4900280.49
815.69,2018-03-06 23:00:00,818.39,22.0,20.0,37.0,0.0,45.0,45.0,42.0,31.0,66.0,26.0,36.0,28.0,9.0,27.0,71.0,38.0,16.0,73.0,809.19,11600.0,9700.0,818.39,28568700.0,7694.24,6260026.42
821.55,2018-03-07 00:00:00,821.64,21.0,19.0,45.0,34.0,62.0,44.0,56.0,44.0,34.0,24.0,0.0,41.0,26.0,33.0,44.0,40.0,14.0,75.0,815.37,11600.0,9700.0,815.65,28568700.0,5121.75,4195530.02
825.02,2018-03-07 01:00:00,825.21,17.0,20.0,37.0,33.0,62.0,49.0,67.0,0.0,29.0,36.0,0.0,57.0,45.0,19.0,37.0,39.0,12.0,36.0,820.8,11600.0,9700.0,821.55,28568700.0,4908.72,4036296.04
819.09,2018-03-07 02:00:00,825.32,20.0,22.0,39.0,38.0,65.0,63.0,75.0,39.0,23.0,60.0,0.0,43.0,17.0,8.0,32.0,32.0,29.0,14.0,818.58,11600.0,9700.0,825.02,28568700.0,6742.13,5538039.18
813.09,2018-03-07 03:00:00,819.1,16.0,20.0,50.0,32.0,43.0,65.0,63.0,54.0,31.0,50.0,0.0,66.0,10.0,17.0,38.0,37.0,23.0,10.0,811.54,11600.0,9700.0,819.07,28568700.0,8348.92,6796363.77
812.25,2018-03-07 04:00:00,814.06,18.0,32.0,43.0,53.0,44.0,63.0,69.0,0.0,31.0,35.0,0.0,50.0,32.0,16.0,61.0,43.0,36.0,72.0,809.31,11600.0,9700.0,813.09,28568700.0,8193.56,6646289.58
799.62,2018-03-07 05:00:00,812.59,19.0,31.0,64.0,32.0,50.0,33.0,77.0,0.0,46.0,55.0,16.0,34.0,14.0,14.0,44.0,51.0,20.0,62.0,798.74,11600.0,9700.0,812.25,28568700.0,21640.96,17388045.24
785.02,2018-03-07 06:00:00,800.12,18.0,46.0,74.0,50.0,34.0,34.0,79.0,0.0,46.0,50.0,13.0,32.0,13.0,14.0,36.0,59.0,47.0,35.0,785.02,11600.0,9700.0,799.62,28568700.0,19541.97,15470278.9
786.94,2018-03-07 07:00:00,789.29,27.0,90.0,78.0,43.0,42.0,37.0,64.0,22.0,55.0,52.0,11.0,55.0,3.0,17.0,42.0,94.0,66.0,39.0,778.67,11600.0,9700.0,785.11,28568700.0,17493.55,13719648.19
789.15,2018-03-07 08:00:00,792.67,26.0,41.0,85.0,47.0,39.0,37.0,60.0,15.0,51.0,46.0,10.0,61.0,23.0,17.0,60.0,100.0,50.0,43.0,786.61,11600.0,9700.0,786.94,28568700.0,8179.81,6467072.19
777.87,2018-03-07 09:00:00,789.33,41.0,24.0,51.0,56.0,38.0,33.0,43.0,7.0,56.0,44.0,3.0,64.0,19.0,45.0,35.0,65.0,30.0,26.0,777.3,11300.0,10000.0,789.15,26564500.0,11314.49,8841996.14
782.34,2018-03-07 10:00:00,784.74,48.0,21.0,32.0,48.0,42.0,37.0,40.0,6.0,50.0,48.0,14.0,50.0,13.0,47.0,36.0,51.0,32.0,34.0,777.69,11300.0,10000.0,777.87,26564500.0,9908.51,7752533.29
791.15,2018-03-07 11:00:00,791.15,38.0,15.0,38.0,55.0,43.0,30.0,36.0,6.0,52.0,21.0,6.0,39.0,21.0,39.0,38.0,41.0,22.0,33.0,781.1,11300.0,10000.0,782.37,26564500.0,10968.27,8620916.44
789.77,2018-03-07 12:00:00,793.26,41.0,16.0,22.0,57.0,37.0,32.0,43.0,6.0,60.0,21.0,21.0,47.0,36.0,41.0,26.0,36.0,23.0,44.0,788.3,11300.0,10000.0,791.15,26564500.0,9784.7,7740976.3
791.62,2018-03-07 13:00:00,794.82,48.0,9.0,21.0,41.0,33.0,30.0,43.0,12.0,52.0,23.0,14.0,26.0,19.0,38.0,30.0,32.0,9.0,32.0,788.89,11300.0,10000.0,789.85,26564500.0,9665.54,7654734.94
788.67,2018-03-07 14:00:00,792.73,62.0,14.0,19.0,55.0,35.0,30.0,40.0,12.0,47.0,14.0,9.0,19.0,30.0,35.0,17.0,29.0,23.0,20.0,783.56,11300.0,10000.0,791.61,26564500.0,9223.35,7252921.9
786.79,2018-03-07 15:00:00,790.0,59.0,16.0,22.0,24.0,33.0,30.0,34.0,12.0,44.0,23.0,10.0,23.0,35.0,50.0,24.0,29.0,18.0,31.0,784.45,11300.0,10000.0,788.67,26564500.0,10103.67,7960740.18
741.26,2018-03-07 16:00:00,788.52,79.0,10.0,22.0,35.0,35.0,25.0,33.0,13.0,34.0,42.0,7.0,19.0,31.0,46.0,28.0,28.0,16.0,23.0,734.34,11300.0,10000.0,786.79,26564500.0,64897.24,48977459.79
739.65,2018-03-07 17:00:00,748.93,47.0,10.0,24.0,41.0,41.0,30.0,43.0,38.0,37.0,37.0,12.0,46.0,27.0,40.0,40.0,32.0,21.0,36.0,726.38,11300.0,10000.0,741.29,26564500.0,90370.17,66519642.33
742.01,2018-03-07 18:00:00,751.52,100.0,17.0,27.0,0.0,55.0,36.0,46.0,27.0,55.0,24.0,5.0,36.0,17.0,37.0,54.0,38.0,25.0,58.0,739.35,11300.0,10000.0,739.65,26564500.0,36341.16,27096890.35
742.97,2018-03-07 19:00:00,742.97,42.0,14.0,23.0,26.0,45.0,28.0,41.0,21.0,55.0,36.0,10.0,22.0,18.0,40.0,38.0,33.0,20.0,33.0,735.37,11300.0,10000.0,742.27,26564500.0,23170.87,17106306.75
739.73,2018-03-07 20:00:00,743.35,50.0,12.0,21.0,0.0,38.0,25.0,39.0,0.0,63.0,33.0,9.0,14.0,9.0,45.0,63.0,30.0,19.0,43.0,737.06,11300.0,10000.0,742.93,26564500.0,15053.93,11152054.13
